"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2013"	"2013"	509593
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2014"	"2014"	532509
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2015"	"2015"	554117
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2016"	"2016"	579559
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2017"	"2017"	622551
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2018"	"2018"	657195
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2019"	"2019"	689722
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2020"	"2020"	727804
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2021"	"2021"	756061
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2022"	"2022"	766570
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2023"	"2023"	782405
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2024"	"2024"	803805
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2025"	"2025"	827251
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2026"	"2026"	851313
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2027"	"2027"	875952
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2028"	"2028"	899127
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2029"	"2029"	917177
	"70-74 years"	"70-74"	"Male"	"M"	"California"	"06"	"2030"	"2030"	938325
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2004"	"2004"	49095
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2005"	"2005"	49528
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2006"	"2006"	49993
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2007"	"2007"	50689
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2008"	"2008"	51866
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2009"	"2009"	53294
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2010"	"2010"	54690
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2011"	"2011"	56322
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2012"	"2012"	58712
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2013"	"2013"	62042
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2014"	"2014"	65265
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2015"	"2015"	67920
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2016"	"2016"	71156
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2017"	"2017"	77797
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2018"	"2018"	83321
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2019"	"2019"	88028
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2020"	"2020"	93439
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2021"	"2021"	97843
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2022"	"2022"	99097
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2023"	"2023"	100556
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2024"	"2024"	102728
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2025"	"2025"	104852
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2026"	"2026"	106489
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2027"	"2027"	108127
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2028"	"2028"	109570
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2029"	"2029"	110379
	"70-74 years"	"70-74"	"Male"	"M"	"Colorado"	"08"	"2030"	"2030"	111501
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2004"	"2004"	46731
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2005"	"2005"	46205
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2006"	"2006"	45654
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2007"	"2007"	45512
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2008"	"2008"	46020
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2009"	"2009"	46794
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2010"	"2010"	47269
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2011"	"2011"	48275
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2012"	"2012"	50505
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2013"	"2013"	53904
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2014"	"2014"	56236
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2015"	"2015"	57881
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2016"	"2016"	59887
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2017"	"2017"	63549
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2018"	"2018"	65276
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2019"	"2019"	66846
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2020"	"2020"	68938
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2021"	"2021"	70154
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2022"	"2022"	69590
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2023"	"2023"	69895
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2024"	"2024"	71376
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2025"	"2025"	73435
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2026"	"2026"	75488
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2027"	"2027"	77467
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2028"	"2028"	79657
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2029"	"2029"	81148
	"70-74 years"	"70-74"	"Male"	"M"	"Connecticut"	"09"	"2030"	"2030"	82572
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2004"	"2004"	12257
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2005"	"2005"	12312
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2006"	"2006"	12206
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2007"	"2007"	12171
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2008"	"2008"	12403
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2009"	"2009"	12742
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2010"	"2010"	12996
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2011"	"2011"	13492
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2012"	"2012"	14149
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2013"	"2013"	14902
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2014"	"2014"	15654
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2015"	"2015"	16288
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2016"	"2016"	17025
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2017"	"2017"	18352
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2018"	"2018"	19325
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2019"	"2019"	20122
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2020"	"2020"	21025
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2021"	"2021"	21797
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2022"	"2022"	21895
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2023"	"2023"	22313
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2024"	"2024"	22926
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2025"	"2025"	23758
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2026"	"2026"	24613
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2027"	"2027"	25648
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2028"	"2028"	26612
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2029"	"2029"	27360
	"70-74 years"	"70-74"	"Male"	"M"	"Delaware"	"10"	"2030"	"2030"	27927
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2004"	"2004"	6275
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2005"	"2005"	6201
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2006"	"2006"	6098
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2007"	"2007"	6015
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2008"	"2008"	6010
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2009"	"2009"	6049
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2010"	"2010"	6028
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2011"	"2011"	6047
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2012"	"2012"	6116
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2013"	"2013"	6101
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2014"	"2014"	6080
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2015"	"2015"	6052
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2016"	"2016"	6018
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2017"	"2017"	6228
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2018"	"2018"	6385
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2019"	"2019"	6527
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2020"	"2020"	6734
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2021"	"2021"	6868
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2022"	"2022"	6648
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2023"	"2023"	6535
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2024"	"2024"	6409
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2025"	"2025"	6239
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2026"	"2026"	6027
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2027"	"2027"	5951
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2028"	"2028"	5864
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2029"	"2029"	5780
	"70-74 years"	"70-74"	"Male"	"M"	"District of Columbia"	"11"	"2030"	"2030"	5879
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2004"	"2004"	322438
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2005"	"2005"	322270
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2006"	"2006"	322965
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2007"	"2007"	326859
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2008"	"2008"	334575
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2009"	"2009"	345501
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2010"	"2010"	357558
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2011"	"2011"	372658
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2012"	"2012"	392483
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2013"	"2013"	418584
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2014"	"2014"	444758
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2015"	"2015"	470996
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2016"	"2016"	500340
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2017"	"2017"	540598
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2018"	"2018"	576394
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2019"	"2019"	611986
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2020"	"2020"	649818
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2021"	"2021"	684384
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2022"	"2022"	709579
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2023"	"2023"	737601
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2024"	"2024"	770143
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2025"	"2025"	806429
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2026"	"2026"	844158
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2027"	"2027"	883827
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2028"	"2028"	924232
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2029"	"2029"	962539
	"70-74 years"	"70-74"	"Male"	"M"	"Florida"	"12"	"2030"	"2030"	1000611
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2004"	"2004"	89149
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2005"	"2005"	90991
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2006"	"2006"	92786
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2007"	"2007"	94476
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2008"	"2008"	96809
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2009"	"2009"	99813
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2010"	"2010"	103028
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2011"	"2011"	106735
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2012"	"2012"	111977
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2013"	"2013"	118889
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2014"	"2014"	124759
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2015"	"2015"	129153
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2016"	"2016"	134284
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2017"	"2017"	144358
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2018"	"2018"	152496
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2019"	"2019"	159791
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2020"	"2020"	167753
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2021"	"2021"	173362
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2022"	"2022"	174408
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2023"	"2023"	176403
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2024"	"2024"	180362
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2025"	"2025"	185433
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2026"	"2026"	191241
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2027"	"2027"	197250
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2028"	"2028"	203240
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2029"	"2029"	208611
	"70-74 years"	"70-74"	"Male"	"M"	"Georgia"	"13"	"2030"	"2030"	214496
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2004"	"2004"	17254
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2005"	"2005"	17122
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2006"	"2006"	17031
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2007"	"2007"	17198
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2008"	"2008"	17635
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2009"	"2009"	18093
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2010"	"2010"	18661
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2011"	"2011"	19352
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2012"	"2012"	20252
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2013"	"2013"	21407
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2014"	"2014"	22974
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2015"	"2015"	24504
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2016"	"2016"	25986
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2017"	"2017"	27794
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2018"	"2018"	29464
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2019"	"2019"	30816
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2020"	"2020"	32256
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2021"	"2021"	33306
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2022"	"2022"	33913
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2023"	"2023"	34258
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2024"	"2024"	34507
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2025"	"2025"	34777
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2026"	"2026"	35043
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2027"	"2027"	35135
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2028"	"2028"	35268
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2029"	"2029"	35442
	"70-74 years"	"70-74"	"Male"	"M"	"Hawaii"	"15"	"2030"	"2030"	35515
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2004"	"2004"	16886
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2005"	"2005"	17152
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2006"	"2006"	17503
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2007"	"2007"	17980
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2008"	"2008"	18526
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2009"	"2009"	19275
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2010"	"2010"	19945
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2011"	"2011"	20774
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2012"	"2012"	21716
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2013"	"2013"	23014
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2014"	"2014"	24154
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2015"	"2015"	25211
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2016"	"2016"	26397
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2017"	"2017"	28494
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2018"	"2018"	30383
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2019"	"2019"	32084
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2020"	"2020"	33955
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2021"	"2021"	35657
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2022"	"2022"	36676
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2023"	"2023"	37692
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2024"	"2024"	38863
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2025"	"2025"	39987
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2026"	"2026"	40894
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2027"	"2027"	41592
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2028"	"2028"	42073
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2029"	"2029"	42381
	"70-74 years"	"70-74"	"Male"	"M"	"Idaho"	"16"	"2030"	"2030"	42968
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2004"	"2004"	151353
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2005"	"2005"	150700
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2006"	"2006"	150868
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2007"	"2007"	152355
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2008"	"2008"	155174
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2009"	"2009"	157906
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2010"	"2010"	159239
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2011"	"2011"	161562
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2012"	"2012"	166639
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2013"	"2013"	173230
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2014"	"2014"	177770
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2015"	"2015"	180367
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2016"	"2016"	184288
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2017"	"2017"	195027
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2018"	"2018"	202994
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2019"	"2019"	211021
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2020"	"2020"	222463
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2021"	"2021"	230870
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2022"	"2022"	232362
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2023"	"2023"	234797
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2024"	"2024"	239205
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2025"	"2025"	244799
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2026"	"2026"	249900
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2027"	"2027"	254887
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2028"	"2028"	260311
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2029"	"2029"	264642
	"70-74 years"	"70-74"	"Male"	"M"	"Illinois"	"17"	"2030"	"2030"	268593
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2004"	"2004"	77785
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2005"	"2005"	77544
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2006"	"2006"	77559
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2007"	"2007"	77999
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2008"	"2008"	79480
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2009"	"2009"	81323
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2010"	"2010"	82401
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2011"	"2011"	84067
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2012"	"2012"	86987
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2013"	"2013"	90613
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2014"	"2014"	92918
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2015"	"2015"	94746
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2016"	"2016"	96700
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2017"	"2017"	102569
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2018"	"2018"	106946
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2019"	"2019"	111723
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2020"	"2020"	117105
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2021"	"2021"	121545
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2022"	"2022"	122624
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2023"	"2023"	124435
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2024"	"2024"	127247
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2025"	"2025"	130406
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2026"	"2026"	133255
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2027"	"2027"	135668
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2028"	"2028"	138020
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2029"	"2029"	139033
	"70-74 years"	"70-74"	"Male"	"M"	"Indiana"	"18"	"2030"	"2030"	140471
	"70-74 years"	"70-74"	"Male"	"M"	"Iowa"	"19"	"2004"	"2004"	42637
