"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"May, 2017"	"2017/05"	"85+ years"	"85+"	2418	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"65-74 years"	"65-74"	771	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"75-84 years"	"75-84"	1217	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"85+ years"	"85+"	2295	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"65-74 years"	"65-74"	858	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"75-84 years"	"75-84"	1264	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"85+ years"	"85+"	2256	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"65-74 years"	"65-74"	812	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"75-84 years"	"75-84"	1182	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"85+ years"	"85+"	2284	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"65-74 years"	"65-74"	831	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"75-84 years"	"75-84"	1186	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"85+ years"	"85+"	2273	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"65-74 years"	"65-74"	840	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"75-84 years"	"75-84"	1259	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"85+ years"	"85+"	2462	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"65-74 years"	"65-74"	797	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"75-84 years"	"75-84"	1223	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"85+ years"	"85+"	2465	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"65-74 years"	"65-74"	940	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"75-84 years"	"75-84"	1435	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"85+ years"	"85+"	2816	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"65-74 years"	"65-74"	1001	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"75-84 years"	"75-84"	1621	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"85+ years"	"85+"	3203	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"65-74 years"	"65-74"	863	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"75-84 years"	"75-84"	1370	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"85+ years"	"85+"	2720	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-74 years"	"65-74"	869	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-84 years"	"75-84"	1389	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85+ years"	"85+"	2757	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-74 years"	"65-74"	850	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-84 years"	"75-84"	1333	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85+ years"	"85+"	2607	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-74 years"	"65-74"	849	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-84 years"	"75-84"	1235	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"May, 2018"	"2018/05"	"85+ years"	"85+"	2327	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-74 years"	"65-74"	782	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-84 years"	"75-84"	1172	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85+ years"	"85+"	2227	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-74 years"	"65-74"	796	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-84 years"	"75-84"	1253	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85+ years"	"85+"	2176	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-74 years"	"65-74"	801	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-84 years"	"75-84"	1115	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85+ years"	"85+"	2197	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-74 years"	"65-74"	781	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-84 years"	"75-84"	1122	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85+ years"	"85+"	2251	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-74 years"	"65-74"	860	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-84 years"	"75-84"	1295	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85+ years"	"85+"	2484	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-74 years"	"65-74"	827	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-84 years"	"75-84"	1268	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85+ years"	"85+"	2456	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-74 years"	"65-74"	884	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-84 years"	"75-84"	1382	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85+ years"	"85+"	2716	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-74 years"	"65-74"	942	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-84 years"	"75-84"	1488	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85+ years"	"85+"	2804	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"65-74 years"	"65-74"	834	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"75-84 years"	"75-84"	1293	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"85+ years"	"85+"	2531	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"65-74 years"	"65-74"	943	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"75-84 years"	"75-84"	1489	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Mar., 2019"	"2019/03"	"85+ years"	"85+"	2658	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"65-74 years"	"65-74"	824	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"75-84 years"	"75-84"	1342	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Apr., 2019"	"2019/04"	"85+ years"	"85+"	2460	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"65-74 years"	"65-74"	843	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"75-84 years"	"75-84"	1263	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"May, 2019"	"2019/05"	"85+ years"	"85+"	2382	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"65-74 years"	"65-74"	822	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"75-84 years"	"75-84"	1248	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jun., 2019"	"2019/06"	"85+ years"	"85+"	2254	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"65-74 years"	"65-74"	779	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"75-84 years"	"75-84"	1252	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Jul., 2019"	"2019/07"	"85+ years"	"85+"	2282	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"65-74 years"	"65-74"	864	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"75-84 years"	"75-84"	1214	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Aug., 2019"	"2019/08"	"85+ years"	"85+"	2273	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"65-74 years"	"65-74"	777	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"75-84 years"	"75-84"	1237	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Sep., 2019"	"2019/09"	"85+ years"	"85+"	2235	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"65-74 years"	"65-74"	816	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"75-84 years"	"75-84"	1308	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Oct., 2019"	"2019/10"	"85+ years"	"85+"	2457	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"65-74 years"	"65-74"	892	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"75-84 years"	"75-84"	1285	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Nov., 2019"	"2019/11"	"85+ years"	"85+"	2401	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"65-74 years"	"65-74"	890	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"75-84 years"	"75-84"	1423	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Female"	"F"	"2019"	"2019"	"Dec., 2019"	"2019/12"	"85+ years"	"85+"	2660	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"65-74 years"	"65-74"	1227	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"75-84 years"	"75-84"	1612	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"85+ years"	"85+"	1945	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"65-74 years"	"65-74"	1041	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"75-84 years"	"75-84"	1424	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"85+ years"	"85+"	1547	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	1133	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	1477	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	1646	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	1134	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	1293	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	1496	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	1091	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	1255	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	1433	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	995	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	1110	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	1393	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	1015	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	1197	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	1315	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	952	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	1168	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	1305	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	1045	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	1253	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	1220	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	1094	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	1275	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	1490	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	994	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	1277	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	1381	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	1072	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	1379	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	1478	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	1166	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	1471	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	1674	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	1069	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	1323	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	1435	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	1176	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	1379	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	1512	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	1067	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	1328	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	1501	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"65-74 years"	"65-74"	1067	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"75-84 years"	"75-84"	1221	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"May, 2016"	"2016/05"	"85+ years"	"85+"	1482	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"65-74 years"	"65-74"	963	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"75-84 years"	"75-84"	1228	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"85+ years"	"85+"	1314	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"65-74 years"	"65-74"	1021	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"75-84 years"	"75-84"	1227	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"85+ years"	"85+"	1367	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"65-74 years"	"65-74"	1033	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"75-84 years"	"75-84"	1221	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"85+ years"	"85+"	1336	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"65-74 years"	"65-74"	1041	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"75-84 years"	"75-84"	1167	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"85+ years"	"85+"	1286	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"65-74 years"	"65-74"	1135	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"75-84 years"	"75-84"	1302	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"85+ years"	"85+"	1474	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"65-74 years"	"65-74"	1065	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"75-84 years"	"75-84"	1282	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"85+ years"	"85+"	1487	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"65-74 years"	"65-74"	1224	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"75-84 years"	"75-84"	1426	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"85+ years"	"85+"	1681	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"65-74 years"	"65-74"	1236	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"75-84 years"	"75-84"	1535	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"85+ years"	"85+"	1788	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"65-74 years"	"65-74"	1128	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Male"	"M"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"75-84 years"	"75-84"	1276	Not Applicable	Not Applicable
